Time [s],Value
1.028352812500000,0b  0000  0000  0000  0101
1.028353812500000,0b  0000  0000  0000  0101
1.028354812500000,0b  0000  0000  0000  0101
1.028355812500000,0b  0000  0000  0000  0101
1.028356812500000,0b  0000  0000  0000  0101
1.028357812500000,0b  0000  0000  0000  0101
1.028358812500000,0b  0000  0000  0000  0101
1.028359812500000,0b  0000  0000  0000  0101
1.028360812500000,0b  0000  0000  0000  0101
1.028361812500000,0b  0000  0000  0000  0101
1.028362812500000,0b  0000  0000  0000  0101
1.028363812500000,0b  0000  0000  0000  0101
1.028364812500000,0b  0000  0000  0000  0101
1.028365812500000,0b  0000  0000  0000  0101
1.028366812500000,0b  0000  0000  0000  0101
1.028367812500000,0b  0000  0000  0000  0101
1.028368812500000,0b  0000  0000  0000  0101
1.028369812500000,0b  0000  0000  0000  0101
1.028370812500000,0b  0000  0000  0000  0101
1.028371812500000,0b  0000  0000  0000  0101
1.028372812500000,0b  0000  0000  0000  0111
1.028373812500000,0b  0000  0000  0000  0101
1.028374812500000,0b  0000  0000  0000  0101
1.028375812500000,0b  0000  0000  0000  0101
1.028376812500000,0b  0000  0000  0000  0101
1.028377812500000,0b  0000  0000  0000  0111
1.028378812500000,0b  0000  0000  0000  0101
1.028379812500000,0b  0000  0000  0000  0101
1.028380812500000,0b  0000  0000  0000  0101
1.028381812500000,0b  0000  0000  0000  0101
1.028382812500000,0b  0000  0000  0000  0101
1.028383812500000,0b  0000  0000  0000  0101
1.028384812500000,0b  0000  0000  0000  0111
1.028385812500000,0b  0000  0000  0000  0101
1.028386812500000,0b  0000  0000  0000  0101
1.028387812500000,0b  0000  0000  0000  0111
1.028388812500000,0b  0000  0000  0000  0101
1.028389812500000,0b  0000  0000  0000  0101
1.028390812500000,0b  0000  0000  0000  0101
1.028391812500000,0b  0000  0000  0000  0101
1.028392812500000,0b  0000  0000  0000  0101
1.028393812500000,0b  0000  0000  0000  0101
1.028394812500000,0b  0000  0000  0000  0101
1.028395812500000,0b  0000  0000  0000  0101
1.028396812500000,0b  0000  0000  0000  0101
1.028397812500000,0b  0000  0000  0000  0101
1.028398812500000,0b  0000  0000  0000  0101
1.028399812500000,0b  0000  0000  0000  0101
1.028400812500000,0b  0000  0000  0000  0101
1.028401812500000,0b  0000  0000  0000  0101
1.028402812500000,0b  0000  0000  0000  0101
1.028403812500000,0b  0000  0000  0000  0101
1.028404812500000,0b  0000  0000  0000  0101
1.028405812500000,0b  0000  0000  0000  0101
1.028406812500000,0b  0000  0000  0000  0101
1.028407812500000,0b  0000  0000  0000  0101
1.028408812500000,0b  0000  0000  0000  0111
1.028409812500000,0b  0000  0000  0000  0101
1.028410812500000,0b  0000  0000  0000  0101
1.028411812500000,0b  0000  0000  0000  0101
1.028412812500000,0b  0000  0000  0000  0101
1.028413812500000,0b  0000  0000  0000  0101
1.028414812500000,0b  0000  0000  0000  0101
1.028415812500000,0b  0000  0000  0000  0101
1.028416812500000,0b  0000  0000  0000  0101
1.028417812500000,0b  0000  0000  0000  0101
1.028418812500000,0b  0000  0000  0000  0101
1.028419812500000,0b  0000  0000  0000  0101
1.028420812500000,0b  0000  0000  0000  0101
1.028421812500000,0b  0000  0000  0000  0101
1.028422812500000,0b  0000  0000  0000  0101
1.028423812500000,0b  0000  0000  0000  0101
1.028424812500000,0b  0000  0000  0000  0101
1.028425812500000,0b  0000  0000  0000  0101
1.028426812500000,0b  0000  0000  0000  0101
1.028427812500000,0b  0000  0000  0000  0101
1.028428812500000,0b  0000  0000  0000  0101
1.028429812500000,0b  0000  0000  0000  0101
1.028430812500000,0b  0000  0000  0000  0101
1.028431812500000,0b  0000  0000  0000  0101
1.028432812500000,0b  0000  0000  0000  0101
1.028433812500000,0b  0000  0000  0000  0101
1.028434812500000,0b  0000  0000  0000  0101
1.028435812500000,0b  0000  0000  0000  0101
1.028436812500000,0b  0000  0000  0000  0101
1.028437812500000,0b  0000  0000  0000  0101
1.028438812500000,0b  0000  0000  0000  0101
1.028439812500000,0b  0000  0000  0000  0101
1.028440812500000,0b  0000  0000  0000  0101
1.028441812500000,0b  0000  0000  0000  0101
1.028442812500000,0b  0000  0000  0000  0101
1.028443812500000,0b  0000  0000  0000  0101
1.028444812500000,0b  0000  0000  0000  0101
1.028445812500000,0b  0000  0000  0000  0111
1.028446812500000,0b  0000  0000  0000  0101
1.028447812500000,0b  0000  0000  0000  0101
1.028448812500000,0b  0000  0000  0000  0101
1.028449812500000,0b  0000  0000  0000  0101
1.028450812500000,0b  0000  0000  0000  0101
1.028451812500000,0b  0000  0000  0000  0101
1.028452812500000,0b  0000  0000  0000  0101
1.028453812500000,0b  0000  0000  0000  0101
1.028454812500000,0b  0000  0000  0000  0101
1.028455812500000,0b  0000  0000  0000  0101
1.028456812500000,0b  0000  0000  0000  0101
1.028457812500000,0b  0000  0000  0000  0101
1.028458812500000,0b  0000  0000  0000  0101
1.028459812500000,0b  0000  0000  0000  0101
1.028460812500000,0b  0000  0000  0000  0101
1.028461812500000,0b  0000  0000  0000  0101
1.028462812500000,0b  0000  0000  0000  0101
1.028463812500000,0b  0000  0000  0000  0101
1.028464812500000,0b  0000  0000  0000  0101
1.028465812500000,0b  0000  0000  0000  0101
1.028466812500000,0b  0000  0000  0000  0101
1.028467812500000,0b  0000  0000  0000  0101
1.028468812500000,0b  0000  0000  0000  0101
1.028469812500000,0b  0000  0000  0000  0101
1.028470812500000,0b  0000  0000  0000  0101
1.028471812500000,0b  0000  0000  0000  0101
1.028472812500000,0b  0000  0000  0000  0101
1.028473812500000,0b  0000  0000  0000  0101
1.028474812500000,0b  0000  0000  0000  0101
1.028475812500000,0b  0000  0000  0000  0101
1.028476812500000,0b  0000  0000  0000  0101
1.028477812500000,0b  0000  0000  0000  0101
1.028478812500000,0b  0000  0000  0000  0101
1.028479812500000,0b  0000  0000  0000  0101
1.028480812500000,0b  0000  0000  0000  0101
1.028481812500000,0b  0000  0000  0000  0111
1.028482812500000,0b  0000  0000  0000  0101
1.028483812500000,0b  0000  0000  0000  0101
1.028484812500000,0b  0000  0000  0000  0101
1.028485812500000,0b  0000  0000  0000  0101
1.028486812500000,0b  0000  0000  0000  0101
1.028487812500000,0b  0000  0000  0000  0111
1.028488812500000,0b  0000  0000  0000  0101
1.028489812500000,0b  0000  0000  0000  0111
1.028490812500000,0b  0000  0000  0000  0101
1.028491812500000,0b  0000  0000  0000  0101
1.028492812500000,0b  0000  0000  0000  0101
1.028493812500000,0b  0000  0000  0000  0101
1.028494812500000,0b  0000  0000  0000  0101
1.028495812500000,0b  0000  0000  0000  0101
1.028496812500000,0b  0000  0000  0000  0101
1.028497812500000,0b  0000  0000  0000  0101
1.028498812500000,0b  0000  0000  0000  0101
1.028499812500000,0b  0000  0000  0000  0101
1.028500812500000,0b  0000  0000  0000  0101
1.028501812500000,0b  0000  0000  0000  0101
1.028502812500000,0b  0000  0000  0000  0111
1.028503812500000,0b  0000  0000  0000  0101
1.028504812500000,0b  0000  0000  0000  0101
1.028505812500000,0b  0000  0000  0000  0101
1.028506812500000,0b  0000  0000  0000  0101
1.028507812500000,0b  0000  0000  0000  0101
1.028508812500000,0b  0000  0000  0000  0101
1.028509812500000,0b  0000  0000  0000  0101
1.028510812500000,0b  0000  0000  0000  0101
1.028511812500000,0b  0000  0000  0000  0101
1.028512812500000,0b  0000  0000  0000  0101
1.028513812500000,0b  0000  0000  0000  0101
1.028514812500000,0b  0000  0000  0000  0101
1.028515812500000,0b  0000  0000  0000  0101
1.028516812500000,0b  0000  0000  0000  0101
1.028517812500000,0b  0000  0000  0000  0101
1.028518812500000,0b  0000  0000  0000  0101
1.028519812500000,0b  0000  0000  0000  0101
1.028520812500000,0b  0000  0000  0000  0101
1.028521812500000,0b  0000  0000  0000  0101
1.028522812500000,0b  0000  0000  0000  0101
1.028523812500000,0b  0000  0000  0000  0101
1.028524812500000,0b  0000  0000  0000  0101
1.028525812500000,0b  0000  0000  0000  0101
1.028526812500000,0b  0000  0000  0000  0101
1.028527812500000,0b  0000  0000  0000  0101
1.028528812500000,0b  0000  0000  0000  0101
1.028529812500000,0b  0000  0000  0000  0101
1.028530812500000,0b  0000  0000  0000  0101
1.028531812500000,0b  0000  0000  0000  0101
1.028532812500000,0b  0000  0000  0000  0101
1.028533812500000,0b  0000  0000  0000  0101
1.028534812500000,0b  0000  0000  0000  0101
1.028535812500000,0b  0000  0000  0000  0101
1.028536812500000,0b  0000  0000  0000  0101
1.028537812500000,0b  0000  0000  0000  0101
1.028538812500000,0b  0000  0000  0000  0101
1.028539812500000,0b  0000  0000  0000  0101
1.028540812500000,0b  0000  0000  0000  0101
1.028541812500000,0b  0000  0000  0000  0101
1.028542812500000,0b  0000  0000  0000  0101
1.028543812500000,0b  0000  0000  0000  0101
1.028544812500000,0b  0000  0000  0000  0101
1.028545812500000,0b  0000  0000  0000  0101
1.028546812500000,0b  0000  0000  0000  0101
1.028547812500000,0b  0000  0000  0000  0101
1.028548812500000,0b  0000  0000  0000  0101
1.028549812500000,0b  0000  0000  0000  0101
1.028550812500000,0b  0000  0000  0000  0101
1.028551812500000,0b  0000  0000  0000  0101
1.028552812500000,0b  0000  0000  0000  0101
1.028553812500000,0b  0000  0000  0000  0101
1.028554812500000,0b  0000  0000  0000  0101
1.028555812500000,0b  0000  0000  0000  0101
1.028556812500000,0b  0000  0000  0000  0101
1.028557812500000,0b  0000  0000  0000  0101
1.028558812500000,0b  0000  0000  0000  0101
1.028559812500000,0b  0000  0000  0000  0101
1.028560812500000,0b  0000  0000  0000  0101
1.028561812500000,0b  0000  0000  0000  0101
1.028562812500000,0b  0000  0000  0000  0101
1.028563812500000,0b  0000  0000  0000  0101
1.028564812500000,0b  0000  0000  0000  0101
1.028565812500000,0b  0000  0000  0000  0101
1.028566812500000,0b  0000  0000  0000  0101
1.028567812500000,0b  0000  0000  0000  0101
1.028568812500000,0b  0000  0000  0000  0101
1.028569812500000,0b  0000  0000  0000  0101
1.028570812500000,0b  0000  0000  0000  0101
1.028571812500000,0b  0000  0000  0000  0101
1.028572812500000,0b  0000  0000  0000  0101
1.028573812500000,0b  0000  0000  0000  0101
1.028574812500000,0b  0000  0000  0000  0101
1.028575812500000,0b  0000  0000  0000  0101
1.028576812500000,0b  0000  0000  0000  0101
1.028577812500000,0b  0000  0000  0000  0101
1.028578812500000,0b  0000  0000  0000  0101
1.028579812500000,0b  0000  0000  0000  0111
1.028580812500000,0b  0000  0000  0000  0101
1.028581812500000,0b  0000  0000  0000  0101
1.028582812500000,0b  0000  0000  0000  0101
1.028583812500000,0b  0000  0000  0000  0101
1.028584812500000,0b  0000  0000  0000  0101
1.028585812500000,0b  0000  0000  0000  0101
1.028586812500000,0b  0000  0000  0000  0101
1.028587812500000,0b  0000  0000  0000  0101
1.028588812500000,0b  0000  0000  0000  0101
1.028589812500000,0b  0000  0000  0000  0101
1.028590812500000,0b  0000  0000  0000  0101
1.028591812500000,0b  0000  0000  0000  0101
1.028592812500000,0b  0000  0000  0000  0101
1.028593812500000,0b  0000  0000  0000  0101
1.028594812500000,0b  0000  0000  0000  0101
1.028595812500000,0b  0000  0000  0000  0101
1.028596812500000,0b  0000  0000  0000  0101
1.028597812500000,0b  0000  0000  0000  0101
1.028598812500000,0b  0000  0000  0000  0101
1.028599812500000,0b  0000  0000  0000  0101
1.028600812500000,0b  0000  0000  0000  0101
1.028601812500000,0b  0000  0000  0000  0101
1.028602812500000,0b  0000  0000  0000  0101
1.028603812500000,0b  0000  0000  0000  0101
1.028604812500000,0b  0000  0000  0000  0101
1.028605812500000,0b  0000  0000  0000  0101
1.028606812500000,0b  0000  0000  0000  0101
1.028607812500000,0b  0000  0000  0000  0101
1.028608812500000,0b  0000  0000  0000  0101
1.028609812500000,0b  0000  0000  0000  0101
1.028610812500000,0b  0000  0000  0000  0101
1.028611812500000,0b  0000  0000  0000  0101
1.028612812500000,0b  0000  0000  0000  0101
1.028613812500000,0b  0000  0000  0000  0101
1.028614812500000,0b  0000  0000  0000  0101
1.028615812500000,0b  0000  0000  0000  0101
1.028616812500000,0b  0000  0000  0000  0101
1.028617812500000,0b  0000  0000  0000  0101
1.028618812500000,0b  0000  0000  0000  0101
1.028619812500000,0b  0000  0000  0000  0101
1.028620812500000,0b  0000  0000  0000  0101
1.028621875000000,0b  0000  0000  0000  0101
1.028622812500000,0b  0000  0000  0000  0101
1.028623875000000,0b  0000  0000  0000  0101
1.028624875000000,0b  0000  0000  0000  0101
1.028625875000000,0b  0000  0000  0000  0101
1.028626875000000,0b  0000  0000  0000  0101
1.028627875000000,0b  0000  0000  0000  0101
1.028628875000000,0b  0000  0000  0000  0101
1.028629875000000,0b  0000  0000  0000  0101
1.028630875000000,0b  0000  0000  0000  0101
1.028631875000000,0b  0000  0000  0000  0101
1.028632875000000,0b  0000  0000  0000  0111
1.028633875000000,0b  0000  0000  0000  0101
1.028634875000000,0b  0000  0000  0000  0101
1.028635875000000,0b  0000  0000  0000  0101
1.028636875000000,0b  0000  0000  0000  0101
1.028637875000000,0b  0000  0000  0000  0101
1.028638875000000,0b  0000  0000  0000  0101
1.028639875000000,0b  0000  0000  0000  0101
1.028640875000000,0b  0000  0000  0000  0101
1.028641875000000,0b  0000  0000  0000  0101
1.028642875000000,0b  0000  0000  0000  0101
1.028643875000000,0b  0000  0000  0000  0101
1.028644875000000,0b  0000  0000  0000  0101
1.028645875000000,0b  0000  0000  0000  0101
1.028646875000000,0b  0000  0000  0000  0101
1.028647875000000,0b  0000  0000  0000  0101
1.028648875000000,0b  0000  0000  0000  0101
1.028649875000000,0b  0000  0000  0000  0111
1.028650875000000,0b  0000  0000  0000  0101
1.028651875000000,0b  0000  0000  0000  0101
1.028652875000000,0b  0000  0000  0000  0101
1.028653875000000,0b  0000  0000  0000  0101
1.028654875000000,0b  0000  0000  0000  0101
1.028655875000000,0b  0000  0000  0000  0101
1.028656875000000,0b  0000  0000  0000  0101
1.028657875000000,0b  0000  0000  0000  0101
1.028658875000000,0b  0000  0000  0000  0101
1.028659875000000,0b  0000  0000  0000  0101
1.028660875000000,0b  0000  0000  0000  0101
1.028661875000000,0b  0000  0000  0000  0101
1.028662875000000,0b  0000  0000  0000  0101
1.028663875000000,0b  0000  0000  0000  0101
1.028664875000000,0b  0000  0000  0000  0101
1.028665875000000,0b  0000  0000  0000  0101
1.028666875000000,0b  0000  0000  0000  0101
1.028667875000000,0b  0000  0000  0000  0101
1.028668875000000,0b  0000  0000  0000  0101
1.028669875000000,0b  0000  0000  0000  0101
1.028670875000000,0b  0000  0000  0000  0101
1.028671875000000,0b  0000  0000  0000  0101
1.028672875000000,0b  0000  0000  0000  0101
1.028673875000000,0b  0000  0000  0000  0101
1.028674875000000,0b  0000  0000  0000  0101
1.028675875000000,0b  0000  0000  0000  0101
1.028676875000000,0b  0000  0000  0000  0101
1.028677875000000,0b  0000  0000  0000  0101
1.028678875000000,0b  0000  0000  0000  0101
1.028679875000000,0b  0000  0000  0000  0101
1.028680875000000,0b  0000  0000  0000  0101
1.028681875000000,0b  0000  0000  0000  0101
1.028682875000000,0b  0000  0000  0000  0101
1.028683875000000,0b  0000  0000  0000  0101
1.028684875000000,0b  0000  0000  0000  0101
1.028685875000000,0b  0000  0000  0000  0101
1.028686875000000,0b  0000  0000  0000  0101
1.028687875000000,0b  0000  0000  0000  0101
1.028688875000000,0b  0000  0000  0000  0101
1.028689875000000,0b  0000  0000  0000  0101
1.028690875000000,0b  0000  0000  0000  0101
1.028691875000000,0b  0000  0000  0000  0101
1.028692875000000,0b  0000  0000  0000  0101
1.028693875000000,0b  0000  0000  0000  0101
1.028694875000000,0b  0000  0000  0000  0101
1.028695875000000,0b  0000  0000  0000  0101
1.028696875000000,0b  0000  0000  0000  0101
1.028697875000000,0b  0000  0000  0000  0101
1.028698875000000,0b  0000  0000  0000  0101
1.028699875000000,0b  0000  0000  0000  0101
1.028700875000000,0b  0000  0000  0000  0101
1.028701875000000,0b  0000  0000  0000  0101
1.028702875000000,0b  0000  0000  0000  0101
1.028703875000000,0b  0000  0000  0000  0101
1.028704875000000,0b  0000  0000  0000  0101
1.028705875000000,0b  0000  0000  0000  0101
1.028706875000000,0b  0000  0000  0000  0111
1.028707875000000,0b  0000  0000  0000  0101
1.028708875000000,0b  0000  0000  0000  0101
1.028709875000000,0b  0000  0000  0000  0101
1.028710875000000,0b  0000  0000  0000  0101
1.028711875000000,0b  0000  0000  0000  0101
1.028712875000000,0b  0000  0000  0000  0101
1.028713875000000,0b  0000  0000  0000  0101
1.028714875000000,0b  0000  0000  0000  0101
1.028715875000000,0b  0000  0000  0000  0101
1.028716875000000,0b  0000  0000  0000  0101
1.028717875000000,0b  0000  0000  0000  0101
1.028718875000000,0b  0000  0000  0000  0101
1.028719875000000,0b  0000  0000  0000  0101
1.028720875000000,0b  0000  0000  0000  0101
1.028721875000000,0b  0000  0000  0000  0101
1.028722875000000,0b  0000  0000  0000  0101
1.028723875000000,0b  0000  0000  0000  0101
1.028724875000000,0b  0000  0000  0000  0101
1.028725875000000,0b  0000  0000  0000  0101
1.028726875000000,0b  0000  0000  0000  0101
1.028727875000000,0b  0000  0000  0000  0101
1.028728875000000,0b  0000  0000  0000  0101
1.028729875000000,0b  0000  0000  0000  0101
1.028730875000000,0b  0000  0000  0000  0101
1.028731875000000,0b  0000  0000  0000  0101
1.028732875000000,0b  0000  0000  0000  0101
1.028733875000000,0b  0000  0000  0000  0101
1.028734875000000,0b  0000  0000  0000  0101
1.028735875000000,0b  0000  0000  0000  0101
1.028736875000000,0b  0000  0000  0000  0101
1.028737875000000,0b  0000  0000  0000  0101
1.028738875000000,0b  0000  0000  0000  0101
1.028739875000000,0b  0000  0000  0000  0101
1.028740875000000,0b  0000  0000  0000  0101
1.028741875000000,0b  0000  0000  0000  0101
1.028742875000000,0b  0000  0000  0000  0101
1.028743875000000,0b  0000  0000  0000  0101
1.028744875000000,0b  0000  0000  0000  0101
1.028745875000000,0b  0000  0000  0000  0101
1.028746875000000,0b  0000  0000  0000  0101
1.028747875000000,0b  0000  0000  0000  0101
1.028748875000000,0b  0000  0000  0000  0101
1.028749875000000,0b  0000  0000  0000  0101
1.028750875000000,0b  0000  0000  0000  0101
1.028751875000000,0b  0000  0000  0000  0101
1.028752875000000,0b  0000  0000  0000  0101
1.028753875000000,0b  0000  0000  0000  0101
1.028754875000000,0b  0000  0000  0000  0101
1.028755875000000,0b  0000  0000  0000  0101
1.028756875000000,0b  0000  0000  0000  0101
1.028757875000000,0b  0000  0000  0000  0101
1.028758875000000,0b  0000  0000  0000  0101
1.028759875000000,0b  0000  0000  0000  0101
1.028760875000000,0b  0000  0000  0000  0101
1.028761875000000,0b  0000  0000  0000  0101
1.028762875000000,0b  0000  0000  0000  0101
1.028763875000000,0b  0000  0000  0000  0111
1.028764875000000,0b  0000  0000  0000  0101
1.028765875000000,0b  0000  0000  0000  0101
1.028766875000000,0b  0000  0000  0000  0101
1.028767875000000,0b  0000  0000  0000  0101
1.028768875000000,0b  0000  0000  0000  0101
1.028769875000000,0b  0000  0000  0000  0101
1.028770875000000,0b  0000  0000  0000  0101
1.028771875000000,0b  0000  0000  0000  0101
1.028772875000000,0b  0000  0000  0000  0101
1.028773875000000,0b  0000  0000  0000  0101
1.028774875000000,0b  0000  0000  0000  0101
1.028775875000000,0b  0000  0000  0000  0101
1.028776875000000,0b  0000  0000  0000  0101
1.028777875000000,0b  0000  0000  0000  0101
1.028778875000000,0b  0000  0000  0000  0101
1.028779875000000,0b  0000  0000  0000  0101
1.028780875000000,0b  0000  0000  0000  0101
1.028781875000000,0b  0000  0000  0000  0101
1.028782875000000,0b  0000  0000  0000  0101
1.028783875000000,0b  0000  0000  0000  0101
1.028784875000000,0b  0000  0000  0000  0101
1.028785875000000,0b  0000  0000  0000  0101
1.028786875000000,0b  0000  0000  0000  0101
1.028787875000000,0b  0000  0000  0000  0101
1.028788875000000,0b  0000  0000  0000  0101
1.028789875000000,0b  0000  0000  0000  0101
1.028790875000000,0b  0000  0000  0000  0101
1.028791875000000,0b  0000  0000  0000  0101
1.028792875000000,0b  0000  0000  0000  0101
1.028793875000000,0b  0000  0000  0000  0101
1.028794875000000,0b  0000  0000  0000  0101
1.028795875000000,0b  0000  0000  0000  0101
1.028796875000000,0b  0000  0000  0000  0101
1.028797875000000,0b  0000  0000  0000  0101
1.028798875000000,0b  0000  0000  0000  0101
1.028799875000000,0b  0000  0000  0000  0101
1.028800875000000,0b  0000  0000  0000  0101
1.028801875000000,0b  0000  0000  0000  0101
1.028802875000000,0b  0000  0000  0000  0101
1.028803875000000,0b  0000  0000  0000  0101
1.028804875000000,0b  0000  0000  0000  0101
1.028805875000000,0b  0000  0000  0000  0101
1.028806875000000,0b  0000  0000  0000  0101
1.028807875000000,0b  0000  0000  0000  0101
1.028808875000000,0b  0000  0000  0000  0101
1.028809875000000,0b  0000  0000  0000  0101
1.028810875000000,0b  0000  0000  0000  0101
1.028811875000000,0b  0000  0000  0000  0101
1.028812875000000,0b  0000  0000  0000  0101
1.028813875000000,0b  0000  0000  0000  0101
1.028814875000000,0b  0000  0000  0000  0101
1.028815875000000,0b  0000  0000  0000  0101
1.028816875000000,0b  0000  0000  0000  0101
1.028817875000000,0b  0000  0000  0000  0101
1.028818875000000,0b  0000  0000  0000  0101
1.028819875000000,0b  0000  0000  0000  0111
1.028820875000000,0b  0000  0000  0000  0101
1.028821875000000,0b  0000  0000  0000  0101
1.028822875000000,0b  0000  0000  0000  0101
1.028823875000000,0b  0000  0000  0000  0111
1.028824875000000,0b  0000  0000  0000  0101
1.028825875000000,0b  0000  0000  0000  0101
1.028826875000000,0b  0000  0000  0000  0111
1.028827875000000,0b  0000  0000  0000  0101
1.028828875000000,0b  0000  0000  0000  0101
1.028829875000000,0b  0000  0000  0000  0101
1.028830875000000,0b  0000  0000  0000  0101
1.028831875000000,0b  0000  0000  0000  0101
1.028832875000000,0b  0000  0000  0000  0101
1.028833875000000,0b  0000  0000  0000  0101
1.028834875000000,0b  0000  0000  0000  0101
1.028835875000000,0b  0000  0000  0000  0101
1.028836875000000,0b  0000  0000  0000  0101
1.028837875000000,0b  0000  0000  0000  0101
1.028838875000000,0b  0000  0000  0000  0101
1.028839875000000,0b  0000  0000  0000  0101
1.028840875000000,0b  0000  0000  0000  0101
1.028841875000000,0b  0000  0000  0000  0101
1.028842875000000,0b  0000  0000  0000  0101
1.028843875000000,0b  0000  0000  0000  0101
1.028844875000000,0b  0000  0000  0000  0101
1.028845875000000,0b  0000  0000  0000  0101
1.028846875000000,0b  0000  0000  0000  0101
1.028847875000000,0b  0000  0000  0000  0101
1.028848875000000,0b  0000  0000  0000  0101
1.028849875000000,0b  0000  0000  0000  0101
1.028850875000000,0b  0000  0000  0000  0101
1.028851875000000,0b  0000  0000  0000  0111
1.028852875000000,0b  0000  0000  0000  0101
1.028853875000000,0b  0000  0000  0000  0101
1.028854875000000,0b  0000  0000  0000  0101
1.028855875000000,0b  0000  0000  0000  0101
1.028856875000000,0b  0000  0000  0000  0101
1.028857875000000,0b  0000  0000  0000  0101
1.028858875000000,0b  0000  0000  0000  0101
1.028859875000000,0b  0000  0000  0000  0101
1.028860875000000,0b  0000  0000  0000  0101
1.028861875000000,0b  0000  0000  0000  0101
1.028862875000000,0b  0000  0000  0000  0101
1.028863875000000,0b  0000  0000  0000  0101
1.028864875000000,0b  0000  0000  0000  0101
1.028865875000000,0b  0000  0000  0000  0101
1.028866875000000,0b  0000  0000  0000  0111
1.028867875000000,0b  0000  0000  0000  0101
1.028868875000000,0b  0000  0000  0000  0101
1.028869875000000,0b  0000  0000  0000  0101
1.028870875000000,0b  0000  0000  0000  0101
1.028871875000000,0b  0000  0000  0000  0101
1.028872875000000,0b  0000  0000  0000  0101
1.028873875000000,0b  0000  0000  0000  0101
1.028874875000000,0b  0000  0000  0000  0101
1.028875875000000,0b  0000  0000  0000  0101
1.028876875000000,0b  0000  0000  0000  0101
1.028877875000000,0b  0000  0000  0000  0101
1.028878875000000,0b  0000  0000  0000  0101
1.028879875000000,0b  0000  0000  0000  0101
1.028880875000000,0b  0000  0000  0000  0101
1.028881875000000,0b  0000  0000  0000  0101
1.028882875000000,0b  0000  0000  0000  0101
1.028883875000000,0b  0000  0000  0000  0101
1.028884875000000,0b  0000  0000  0000  0101
1.028885875000000,0b  0000  0000  0000  0101
1.028886875000000,0b  0000  0000  0000  0101
1.028887875000000,0b  0000  0000  0000  0101
1.028888875000000,0b  0000  0000  0000  0101
1.028889875000000,0b  0000  0000  0000  0101
1.028890875000000,0b  0000  0000  0000  0101
1.028891875000000,0b  0000  0000  0000  0101
1.028892875000000,0b  0000  0000  0000  0101
1.028893875000000,0b  0000  0000  0000  0101
1.028894875000000,0b  0000  0000  0000  0101
1.028895875000000,0b  0000  0000  0000  0101
1.028896875000000,0b  0000  0000  0000  0101
1.028897875000000,0b  0000  0000  0000  0101
1.028898875000000,0b  0000  0000  0000  0101
1.028899875000000,0b  0000  0000  0000  0101
1.028900875000000,0b  0000  0000  0000  0101
1.028901875000000,0b  0000  0000  0000  0101
1.028902875000000,0b  0000  0000  0000  0101
1.028903875000000,0b  0000  0000  0000  0101
1.028904875000000,0b  0000  0000  0000  0101
1.028905875000000,0b  0000  0000  0000  0101
1.028906875000000,0b  0000  0000  0000  0101
1.028907875000000,0b  0000  0000  0000  0101
1.028908875000000,0b  0000  0000  0000  0101
1.028909875000000,0b  0000  0000  0000  0101
1.028910875000000,0b  0000  0000  0000  0101
1.028911875000000,0b  0000  0000  0000  0101
1.028912875000000,0b  0000  0000  0000  0101
1.028913875000000,0b  0000  0000  0000  0101
1.028914875000000,0b  0000  0000  0000  0101
1.028915875000000,0b  0000  0000  0000  0101
1.028916875000000,0b  0000  0000  0000  0101
1.028917875000000,0b  0000  0000  0000  0101
1.028918875000000,0b  0000  0000  0000  0101
1.028919875000000,0b  0000  0000  0000  0101
1.028920875000000,0b  0000  0000  0000  0101
1.028921875000000,0b  0000  0000  0000  0101
1.028922875000000,0b  0000  0000  0000  0101
1.028923875000000,0b  0000  0000  0000  0101
1.028924875000000,0b  0000  0000  0000  0101
1.028925875000000,0b  0000  0000  0000  0101
1.028926875000000,0b  0000  0000  0000  0101
1.028927875000000,0b  0000  0000  0000  0101
1.028928875000000,0b  0000  0000  0000  0101
1.028929875000000,0b  0000  0000  0000  0101
1.028930875000000,0b  0000  0000  0000  0101
1.028931875000000,0b  0000  0000  0000  0111
1.028932875000000,0b  0000  0000  0000  0101
1.028933875000000,0b  0000  0000  0000  0101
1.028934875000000,0b  0000  0000  0000  0101
1.028935875000000,0b  0000  0000  0000  0101
1.028936875000000,0b  0000  0000  0000  0111
1.028937875000000,0b  0000  0000  0000  0101
1.028938875000000,0b  0000  0000  0000  0101
1.028939875000000,0b  0000  0000  0000  0101
1.028940875000000,0b  0000  0000  0000  0101
1.028941875000000,0b  0000  0000  0000  0101
1.028942875000000,0b  0000  0000  0000  0101
1.028943875000000,0b  0000  0000  0000  0101
1.028944875000000,0b  0000  0000  0000  0101
1.028945875000000,0b  0000  0000  0000  0101
1.028946875000000,0b  0000  0000  0000  0101
1.028947875000000,0b  0000  0000  0000  0101
1.028948875000000,0b  0000  0000  0000  0101
1.028949875000000,0b  0000  0000  0000  0101
1.028950875000000,0b  0000  0000  0000  0101
1.028951875000000,0b  0000  0000  0000  0101
1.028952875000000,0b  0000  0000  0000  0101
1.028953875000000,0b  0000  0000  0000  0101
1.028954875000000,0b  0000  0000  0000  0101
1.028955875000000,0b  0000  0000  0000  0101
1.028956875000000,0b  0000  0000  0000  0101
1.028957875000000,0b  0000  0000  0000  0101
1.028958875000000,0b  0000  0000  0000  0101
1.028959875000000,0b  0000  0000  0000  0101
